"seqname","id","strand","pos","p1.pos","m1.pos","dist","descr","start","end","chrom"
"chrXII","YLL042C (ATG10 APG10)","-",51985,51841,52222,381,"W-open-F",51841,52222,"chrXII"
"chrXII","YLL043W (FPS1)","+",52113,52222,51841,381,"F-open-W",51841,52222,"chrXII"
"chrXII","YLL045C (RPL8B KRB1 SCL41)","-",47774,47754,47944,190,"W-close-F",47754,47944,"chrXII"
"chrXII","YLL046C (RNP1)","-",46523,46410,46681,271,"F-open-W",46410,46681,"chrXII"
"chrXII","YLL047W","+",47155,47215,47037,178,"W-close-W",47037,47215,"chrXII"
"chrXII","YLL048C (YBT1 BAT1)","-",40646,40366,40689,323,"W-open-W",40366,40689,"chrXII"
"chrXII","YLL049W (LDB18)","+",41285,41381,41218,163,"F-close-W",41218,41381,"chrXII"
"chrXII","YLL050C (COF1)","-",39680,39498,39814,316,"F-open-W",39498,39814,"chrXII"
"chrXII","YLL051C (FRE6)","-",37154,NA,NA,NA,"+1_missing",36733,37244,"chrXII"
"chrXII","YLL054C","-",32313,32232,32431,199,"F-close-W",32232,32431,"chrXII"
"chrXII","YLL055W (YCT1)","+",31740,31873,31618,255,"W-open-W",31618,31873,"chrXII"
"chrXII","YLL056C","-",27288,27285,27465,180,"W-close-F",27285,27465,"chrXII"
"chrXII","YLL057C (JLP1)","-",25551,25511,25710,199,"W-close-F",25511,25710,"chrXII"
"chrXII","YLL058W","+",25401,25511,25314,197,"F-close-F",25314,25511,"chrXII"
"chrXII","YLL060C (GTT2)","-",20916,20858,21132,274,"W-open-W",20858,21132,"chrXII"
"chrXII","YLL061W (MMP1)","+",19801,19846,19749,97,"F-overlap-W",19749,19846,"chrXII"
"chrXII","YLL062C (MHT1)","-",16541,16542,16729,187,"W-close-W",16542,16729,"chrXII"
"chrXII","YLL063C (AYT1)","-",14489,14481,14666,185,"W-close-W",14481,14666,"chrXII"
"chrXII","YLR001C","-",151333,151280,151466,186,"W-close-W",151280,151466,"chrXII"
"chrXII","YLR002C (NOC3)","-",154263,154243,154412,169,"W-close-W",154243,154412,"chrXII"
"chrXII","YLR003C (CMS1)","-",156766,156621,156861,240,"W-open-W",156621,156861,"chrXII"
"chrXII","YLR004C (THI73)","-",157868,157733,157999,266,"W-open-W",157733,157999,"chrXII"
"chrXII","YLR005W (SSL1)","+",161621,161784,161566,218,"F-open-F",161566,161784,"chrXII"
"chrXII","YLR006C (SSK1)","-",161674,161566,161784,218,"F-open-F",161566,161784,"chrXII"
"chrXII","YLR007W (NSE1)","+",165465,165468,165269,199,"W-close-W",165269,165468,"chrXII"
"chrXII","YLR008C (PAM18 TIM14)","-",165334,165269,165468,199,"W-close-W",165269,165468,"chrXII"
"chrXII","YLR009W (RLP24)","+",167264,167433,167226,207,"F-close-W",167226,167433,"chrXII"
"chrXII","YLR010C (TEN1)","-",167177,167064,167226,162,"F-close-F",167064,167226,"chrXII"
"chrXII","YLR011W (LOT6)","+",169952,170029,169877,152,"F-close-W",169877,170029,"chrXII"
"chrXII","YLR012C","-",169912,169877,170029,152,"W-close-F",169877,170029,"chrXII"
"chrXII","YLR013W (GAT3)","+",171814,171830,171648,182,"F-close-F",171648,171830,"chrXII"
"chrXII","YLR014C (PPR1)","-",171974,171916,172151,235,"F-open-F",171916,172151,"chrXII"
"chrXII","YLR015W (BRE2 CPS60)","+",176940,177061,176916,145,"W-close-W",176916,177061,"chrXII"
"chrXII","YLR016C (PML1)","-",176706,176592,176761,169,"F-close-W",176592,176761,"chrXII"
"chrXII","YLR017W (MEU1)","+",178701,178808,178644,164,"F-close-W",178644,178808,"chrXII"
"chrXII","YLR018C (POM34)","-",178607,178498,178644,146,"F-close-W",178498,178644,"chrXII"
"chrXII","YLR019W (PSR2)","+",181735,181848,181571,277,"F-open-F",181571,181848,"chrXII"
"chrXII","YLR020C (YEH2)","-",181619,181571,181848,277,"F-open-F",181571,181848,"chrXII"
"chrXII","YLR021W (IRC25 DMP2 PBA3 POC3)","+",184210,184270,184186,84,"F-overlap-F",184186,184270,"chrXII"
"chrXII","YLR022C (SDO1)","-",184112,184064,184186,122,"F-close-F",184064,184186,"chrXII"
"chrXII","YLR023C (IZH3)","-",185090,184881,185120,239,"W-open-W",184881,185120,"chrXII"
"chrXII","YLR024C (UBR2)","-",187511,187289,187688,399,"W-open-W",187289,187688,"chrXII"
"chrXII","YLR025W (SNF7 DID1 RNS4 VPL5 VPS32)","+",195292,195581,195245,336,"F-open-F",195245,195581,"chrXII"
"chrXII","YLR026C (SED5)","-",195341,195245,195581,336,"F-open-F",195245,195581,"chrXII"
"chrXII","YLR027C (AAT2 ASP5)","-",196766,196531,196809,278,"F-open-W",196531,196809,"chrXII"
"chrXII","YLR028C (ADE16)","-",199444,199405,199478,73,"F-overlap-W",199405,199478,"chrXII"
"chrXII","YLR029C (RPL15A RPL10A)","-",201841,201713,201883,170,"F-close-F",201713,201883,"chrXII"
"chrXII","YLR030W","+",204805,204994,204700,294,"W-open-W",204700,204994,"chrXII"
"chrXII","YLR031W","+",204811,204994,204700,294,"W-open-W",204700,204994,"chrXII"
"chrXII","YLR032W (RAD5 REV2 SNM2)","+",208552,208764,208487,277,"W-open-W",208487,208764,"chrXII"
"chrXII","YLR033W (RSC58)","+",210462,210534,210420,114,"F-overlap-F",210420,210534,"chrXII"
"chrXII","YLR034C (SMF3)","-",210352,210252,210420,168,"F-close-F",210252,210420,"chrXII"
"chrXII","YLR035C (MLH2)","-",212103,212119,212398,279,"W-open-F",212119,212398,"chrXII"
"chrXII","YLR036C","-",221324,221269,221444,175,"F-close-W",221269,221444,"chrXII"
"chrXII","YLR037C (PAU23 DAN2)","-",222534,222378,222594,216,"F-open-W",222378,222594,"chrXII"
"chrXII","YLR038C (COX12)","-",224758,224726,224890,164,"W-close-F",224726,224890,"chrXII"
"chrXII","YLR040C","-",228770,228714,228914,200,"W-close-W",228714,228914,"chrXII"
"chrXII","YLR041W","+",230602,230843,230572,271,"W-open-W",230572,230843,"chrXII"
"chrXII","YLR042C","-",229860,229734,230059,325,"W-open-F",229734,230059,"chrXII"
"chrXII","YLR043C (TRX1 LMA1)","-",231573,231583,231726,143,"F-close-W",231583,231726,"chrXII"
"chrXII","YLR044C (PDC1)","-",232313,232291,232468,177,"W-close-W",232291,232468,"chrXII"
"chrXII","YLR045C (STU2)","-",234895,234858,235046,188,"F-close-F",234858,235046,"chrXII"
"chrXII","YLR046C (RLA1)","-",237952,237728,238032,304,"W-open-W",237728,238032,"chrXII"
"chrXII","YLR047C (FRE8)","-",238959,238830,239021,191,"F-close-W",238830,239021,"chrXII"
"chrXII","YLR048W (RPS0B NAB1B YST2)","+",243574,243602,243468,134,"F-close-F",243468,243602,"chrXII"
"chrXII","YLR049C","-",243783,243602,243852,250,"F-open-F",243602,243852,"chrXII"
"chrXII","YLR050C","-",245495,245341,245608,267,"W-open-W",245341,245608,"chrXII"
"chrXII","YLR051C (FCF2)","-",246223,246095,246304,209,"F-close-W",246095,246304,"chrXII"
"chrXII","YLR052W (IES3)","+",248091,248186,248069,117,"F-overlap-W",248069,248186,"chrXII"
"chrXII","YLR053C","-",247995,247866,248069,203,"F-close-W",247866,248069,"chrXII"
"chrXII","YLR054C (OSW2)","-",248484,248388,248610,222,"W-open-W",248388,248610,"chrXII"
"chrXII","YLR055C (SPT8)","-",251234,251041,251352,311,"W-open-W",251041,251352,"chrXII"
"chrXII","YLR056W (ERG3 PSO6 SYR1)","+",255085,255279,255033,246,"W-open-W",255033,255279,"chrXII"
"chrXII","YLR057W","+",257945,258028,257896,132,"F-close-W",257896,258028,"chrXII"
"chrXII","YLR058C (SHM2 SHMT2)","-",257849,257780,257896,116,"F-overlap-F",257780,257896,"chrXII"
"chrXII","YLR059C (REX2 YNT20)","-",259554,259500,259620,120,"F-close-F",259500,259620,"chrXII"
"chrXII","YLR060W (FRS1)","+",262872,NA,NA,NA,"+1_missing",262825,263189,"chrXII"
"chrXII","YLR061W (RPL22A)","+",264039,264257,263835,422,"W-open-W",263835,264257,"chrXII"
"chrXII","YLR062C (BUD28)","-",263147,NA,NA,NA,"+1_missing",262825,263189,"chrXII"
"chrXII","YLR063W","+",265426,265470,265204,266,"W-open-W",265204,265470,"chrXII"
"chrXII","YLR064W (PER33)","+",266361,266408,266231,177,"W-close-W",266231,266408,"chrXII"
"chrXII","YLR065C","-",266261,266231,266408,177,"W-close-W",266231,266408,"chrXII"
"chrXII","YLR066W (SPC3)","+",267825,267861,267671,190,"W-close-W",267671,267861,"chrXII"
"chrXII","YLR067C (PET309)","-",267734,267671,267861,190,"W-close-W",267671,267861,"chrXII"
"chrXII","YLR068W (FYV7)","+",271575,271677,271496,181,"F-close-F",271496,271677,"chrXII"
"chrXII","YLR069C (MEF1)","-",271486,271496,271677,181,"F-close-F",271496,271677,"chrXII"
"chrXII","YLR070C (XYL2)","-",274007,273882,274160,278,"W-open-W",273882,274160,"chrXII"
"chrXII","YLR071C (RGR1 MED14)","-",275238,275152,275277,125,"F-close-F",275152,275277,"chrXII"
"chrXII","YLR072W","+",280996,281071,280877,194,"W-close-W",280877,281071,"chrXII"
"chrXII","YLR073C (RFU1)","-",280940,280877,281071,194,"W-close-W",280877,281071,"chrXII"
"chrXII","YLR074C (BUD20)","-",281883,281728,281997,269,"W-open-W",281728,281997,"chrXII"
"chrXII","YLR075W (RPL10 GRC5 QSR1)","+",283733,283770,283531,239,"F-open-F",283531,283770,"chrXII"
"chrXII","YLR076C","-",282902,282891,283054,163,"W-close-W",282891,283054,"chrXII"
"chrXII","YLR077W (FMP25 BCA1)","+",285780,285884,285708,176,"W-close-W",285708,285884,"chrXII"
"chrXII","YLR078C (BOS1 SEC32)","-",285659,285583,285708,125,"W-close-F",285583,285708,"chrXII"
"chrXII","YLR079W (SIC1 SDB25)","+",287828,288003,287802,201,"W-close-W",287802,288003,"chrXII"
"chrXII","YLR080W (EMP46)","+",289331,289501,289254,247,"W-open-W",289254,289501,"chrXII"
"chrXII","YLR081W (GAL2)","+",292153,292253,292062,191,"F-close-W",292062,292253,"chrXII"
"chrXII","YLR082C (SRL2)","-",292045,292062,292253,191,"W-close-F",292062,292253,"chrXII"
"chrXII","YLR083C (EMP70 TMN1 p24a)","-",293930,293832,294042,210,"W-close-W",293832,294042,"chrXII"
"chrXII","YLR084C (RAX2)","-",296498,296472,296663,191,"W-close-W",296472,296663,"chrXII"
"chrXII","YLR085C (ARP6)","-",300570,300344,300658,314,"W-open-W",300344,300658,"chrXII"
"chrXII","YLR086W (SMC4)","+",306718,306773,306694,79,"F-overlap-F",306694,306773,"chrXII"
"chrXII","YLR087C (CSF1)","-",306747,306694,306773,79,"F-overlap-F",306694,306773,"chrXII"
"chrXII","YLR088W (GAA1 END2)","+",318121,318183,317979,204,"F-close-F",317979,318183,"chrXII"
"chrXII","YLR089C (ALT1)","-",318114,317979,318183,204,"F-close-F",317979,318183,"chrXII"
"chrXII","YLR090W (XDJ1)","+",322207,322290,322043,247,"W-open-F",322043,322290,"chrXII"
"chrXII","YLR091W (GEP5 RRG5)","+",323442,323523,323400,123,"W-close-F",323400,323523,"chrXII"
"chrXII","YLR092W (SUL2)","+",326412,326416,326337,79,"F-overlap-F",326337,326416,"chrXII"
"chrXII","YLR093C (NYV1 MAM2)","-",326321,326337,326416,79,"F-overlap-F",326337,326416,"chrXII"
"chrXII","YLR094C (GIS3)","-",327611,327456,327744,288,"W-open-W",327456,327744,"chrXII"
"chrXII","YLR095C (IOC2)","-",329619,NA,NA,NA,"+1_missing",329279,329731,"chrXII"
"chrXII","YLR096W (KIN2)","+",336154,336278,335988,290,"F-open-W",335988,336278,"chrXII"
"chrXII","YLR097C (HRT3)","-",336138,335988,336278,290,"W-open-F",335988,336278,"chrXII"
"chrXII","YLR098C (CHA4 SIL2 SIL3)","-",337382,337274,337520,246,"W-open-W",337274,337520,"chrXII"
"chrXII","YLR099C (ICT1)","-",339633,339648,339823,175,"W-close-F",339648,339823,"chrXII"
"chrXII","YLR099W-A","+",341649,341762,341628,134,"F-close-F",341628,341762,"chrXII"
"chrXII","YLR100W (ERG27)","+",342946,343020,342862,158,"W-close-W",342862,343020,"chrXII"
"chrXII","YLR102C (APC9)","-",342855,342862,343020,158,"W-close-W",342862,343020,"chrXII"
"chrXII","YLR103C (CDC45 SLD4)","-",343911,343745,343994,249,"W-open-W",343745,343994,"chrXII"
"chrXII","YLR104W (LCL2)","+",347048,347113,346924,189,"W-close-W",346924,347113,"chrXII"
"chrXII","YLR105C (SEN2)","-",346958,346924,347113,189,"W-close-W",346924,347113,"chrXII"
"chrXII","YLR106C (MDN1 REA1)","-",348937,348876,349067,191,"W-close-W",348876,349067,"chrXII"
"chrXII","YLR107W (REX3)","+",365434,365585,365347,238,"F-open-F",365347,365585,"chrXII"
"chrXII","YLR108C","-",366525,366370,366580,210,"W-close-W",366370,366580,"chrXII"
"chrXII","YLR109W (AHP1)","+",369379,NA,NA,NA,"+1_missing",369318,369773,"chrXII"
"chrXII","YLR110C (CCW12)","-",369611,369318,369773,455,"W-open-W",369318,369773,"chrXII"
"chrXII","YLR111W","+",371483,371474,NA,NA,"-1_missing",371147,371474,"chrXII"
"chrXII","YLR112W","+",371515,371683,371474,209,"F-close-W",371474,371683,"chrXII"
"chrXII","YLR113W (HOG1 SSK3)","+",373061,373151,372994,157,"W-close-W",372994,373151,"chrXII"
"chrXII","YLR114C (AVL9)","-",374547,374372,374589,217,"W-open-F",374372,374589,"chrXII"
"chrXII","YLR115W (CFT2 YDH1)","+",380712,380878,380586,292,"W-open-W",380586,380878,"chrXII"
"chrXII","YLR116W (MSL5)","+",382454,382534,382393,141,"F-close-F",382393,382534,"chrXII"
"chrXII","YLR117C (CLF1 NTC77 SYF3)","-",382347,382284,382393,109,"F-overlap-F",382284,382393,"chrXII"
"chrXII","YLR118C (APT1)","-",384622,384507,384754,247,"W-open-W",384507,384754,"chrXII"
"chrXII","YLR120C (YPS1 YAP3)","-",386166,386115,386330,215,"F-close-W",386115,386330,"chrXII"
"chrXII","YLR120W-A","+",388968,389028,388850,178,"F-close-W",388850,389028,"chrXII"
"chrXII","YLR121C (YPS3 YPS4)","-",388601,388595,388850,255,"F-open-W",388595,388850,"chrXII"
"chrXII","YLR122C","-",390908,390642,390970,328,"W-open-W",390642,390970,"chrXII"
"chrXII","YLR125W","+",394790,394897,394710,187,"F-close-W",394710,394897,"chrXII"
"chrXII","YLR126C","-",394534,394484,394589,105,"W-overlap-F",394484,394589,"chrXII"
"chrXII","YLR127C (APC2 RSI1 TID2)","-",395560,395554,395828,274,"W-open-F",395554,395828,"chrXII"
"chrXII","YLR128W (DCN1)","+",399638,399672,399364,308,"W-open-W",399364,399672,"chrXII"
"chrXII","YLR129W (DIP2 UTP12)","+",402601,402657,402575,82,"F-overlap-W",402575,402657,"chrXII"
"chrXII","YLR130C (ZRT2)","-",402726,402657,402764,107,"F-overlap-W",402657,402764,"chrXII"
"chrXII","YLR131C (ACE2)","-",404436,404275,404559,284,"W-open-F",404275,404559,"chrXII"
"chrXII","YLR132C","-",406932,406879,407052,173,"W-close-W",406879,407052,"chrXII"
"chrXII","YLR133W (CKI1)","+",410646,410652,410553,99,"W-overlap-F",410553,410652,"chrXII"
"chrXII","YLR134W (PDC5)","+",412537,412660,412498,162,"F-close-W",412498,412660,"chrXII"
"chrXII","YLR135W (SLX4)","+",415683,415817,415583,234,"W-open-W",415583,415817,"chrXII"
"chrXII","YLR136C (TIS11 CTH2)","-",415555,415390,415583,193,"W-close-W",415390,415583,"chrXII"
"chrXII","YLR137W","+",418158,418320,418030,290,"W-open-W",418030,418320,"chrXII"
"chrXII","YLR138W (NHA1)","+",421467,421511,421386,125,"F-close-F",421386,421511,"chrXII"
"chrXII","YLR139C (SLS1)","-",421380,421386,421511,125,"F-close-F",421386,421511,"chrXII"
"chrXII","YLR142W (PUT1)","+",426662,426819,426619,200,"W-close-W",426619,426819,"chrXII"
"chrXII","YLR143W","+",429482,429493,429326,167,"F-close-F",429326,429493,"chrXII"
"chrXII","YLR144C (ACF2 ENG2 PCA1)","-",429552,429493,429579,86,"F-overlap-F",429493,429579,"chrXII"
"chrXII","YLR145W (RMP1)","+",432824,432886,432708,178,"W-close-W",432708,432886,"chrXII"
"chrXII","YLR146C (SPE4)","-",432737,432708,432886,178,"W-close-W",432708,432886,"chrXII"
"chrXII","YLR146W-A","+",434153,434260,434087,173,"W-close-W",434087,434260,"chrXII"
"chrXII","YLR147C (SMD3 SLT16)","-",434050,433926,434087,161,"W-close-W",433926,434087,"chrXII"
"chrXII","YLR148W (PEP3 VAM8 VPS18 VPT18)","+",437531,437671,437489,182,"W-close-F",437489,437671,"chrXII"
"chrXII","YLR149C","-",437442,437317,437489,172,"W-close-W",437317,437489,"chrXII"
"chrXII","YLR149C-A","-",440239,NA,NA,NA,"+1_missing",439848,440334,"chrXII"
"chrXII","YLR150W (STM1 MPT4)","+",441445,441573,441373,200,"F-close-F",441373,441573,"chrXII"
"chrXII","YLR151C (PCD1)","-",441442,441373,441573,200,"F-close-F",441373,441573,"chrXII"
"chrXII","YLR152C","-",442872,442693,442922,229,"W-open-W",442693,442922,"chrXII"
"chrXII","YLR153C (ACS2)","-",445263,445109,445317,208,"W-close-F",445109,445317,"chrXII"
"chrXII","YLR154C (RNH203)","-",447909,447684,447998,314,"W-open-F",447684,447998,"chrXII"
"chrXII","YLR154C-G","-",462085,NA,NA,NA,"+1_missing",460533,490503,"chrXII"
"chrXII","YLR154W-C (TAR1 YLR154W-A)","+",455161,NA,NA,NA,"+1_missing",451182,459753,"chrXII"
"chrXII","YLR155C (ASP3-1 ASP3)","-",469227,NA,NA,NA,"+1_missing",460533,490503,"chrXII"
"chrXII","YLR157C (ASP3-2 ASP3)","-",472874,NA,NA,NA,"+1_missing",460533,490503,"chrXII"
"chrXII","YLR158C (ASP3-3 ASP3)","-",482436,NA,NA,NA,"+1_missing",460533,490503,"chrXII"
"chrXII","YLR160C (ASP3-4 ASP3)","-",486116,NA,NA,NA,"+1_missing",460533,490503,"chrXII"
"chrXII","YLR162W","+",489948,NA,NA,NA,"+1_missing",460533,490503,"chrXII"
"chrXII","YLR163C (MAS1 MIF1)","-",491755,491762,491894,132,"F-close-F",491762,491894,"chrXII"
"chrXII","YLR164W","+",494490,494546,494378,168,"W-close-W",494378,494546,"chrXII"
"chrXII","YLR165C (PUS5)","-",494408,494378,494546,168,"W-close-W",494378,494546,"chrXII"
"chrXII","YLR166C (SEC10)","-",495370,495227,495446,219,"W-open-F",495227,495446,"chrXII"
"chrXII","YLR167W (RPS31 RPS37 UBI3)","+",499465,499594,499404,190,"W-close-W",499404,499594,"chrXII"
"chrXII","YLR168C (UPS2 AIM30 GEP1 MSF1 MSF1')","-",499453,499404,499594,190,"W-close-W",499404,499594,"chrXII"
"chrXII","YLR169W","+",501092,501318,501054,264,"W-open-W",501054,501318,"chrXII"
"chrXII","YLR170C (APS1 YAP19)","-",500325,500277,NA,NA,"-1_missing",500277,500702,"chrXII"
"chrXII","YLR172C (DPH5)","-",501157,501054,501318,264,"W-open-W",501054,501318,"chrXII"
"chrXII","YLR173W","+",504341,504418,504061,357,"W-open-W",504061,504418,"chrXII"
"chrXII","YLR174W (IDP2)","+",505928,506120,505768,352,"W-open-W",505768,506120,"chrXII"
"chrXII","YLR175W (CBF5)","+",507708,507799,507557,242,"W-open-F",507557,507799,"chrXII"
"chrXII","YLR176C (RFX1 CRT1)","-",507698,507557,507799,242,"F-open-W",507557,507799,"chrXII"
"chrXII","YLR177W","+",513012,513217,512899,318,"W-open-W",512899,513217,"chrXII"
"chrXII","YLR178C (TFS1 DKA1)","-",513103,512899,513217,318,"W-open-W",512899,513217,"chrXII"
"chrXII","YLR179C","-",514014,513861,514047,186,"F-close-W",513861,514047,"chrXII"
"chrXII","YLR180W (SAM1 ETH10)","+",516663,516729,516486,243,"F-open-F",516486,516729,"chrXII"
"chrXII","YLR181C (VTA1)","-",516561,516486,516729,243,"F-open-F",516486,516729,"chrXII"
"chrXII","YLR182W (SWI6 PSL8 SDS11)","+",520479,520600,520425,175,"F-close-F",520425,520600,"chrXII"
"chrXII","YLR183C (TOS4)","-",520393,520329,520425,96,"F-overlap-F",520329,520425,"chrXII"
"chrXII","YLR185W (RPL37A)","+",523385,523611,523322,289,"W-open-W",523322,523611,"chrXII"
"chrXII","YLR186W (EMG1 NEP1)","+",524468,524458,524276,182,"F-close-F",524276,524458,"chrXII"
"chrXII","YLR187W (SKG3)","+",528050,528186,528020,166,"F-close-F",528020,528186,"chrXII"
"chrXII","YLR188W (MDL1)","+",530588,530569,530452,117,"F-overlap-F",530452,530569,"chrXII"
"chrXII","YLR189C (ATG26 UGT51)","-",530692,530649,530825,176,"W-close-F",530649,530825,"chrXII"
"chrXII","YLR190W (MMR1)","+",537070,537287,536998,289,"W-open-W",536998,537287,"chrXII"
"chrXII","YLR191W (PEX13 PAS20)","+",538520,538595,538463,132,"W-close-F",538463,538595,"chrXII"
"chrXII","YLR192C (HCR1)","-",538558,538463,538595,132,"F-close-W",538463,538595,"chrXII"
"chrXII","YLR193C (UPS1)","-",539834,539635,539901,266,"W-open-W",539635,539901,"chrXII"
"chrXII","YLR194C","-",540742,540528,540820,292,"W-open-W",540528,540820,"chrXII"
"chrXII","YLR195C (NMT1 CDC72)","-",541828,541739,541994,255,"F-open-W",541739,541994,"chrXII"
"chrXII","YLR196W (PWP1)","+",545830,546101,545749,352,"F-open-W",545749,546101,"chrXII"
"chrXII","YLR197W (NOP56 SIK1)","+",547795,547929,547690,239,"F-open-F",547690,547929,"chrXII"
"chrXII","YLR198C","-",547142,547057,547214,157,"F-close-F",547057,547214,"chrXII"
"chrXII","YLR199C (PBA1 POC1)","-",547708,547690,547929,239,"F-open-F",547690,547929,"chrXII"
"chrXII","YLR200W (YKE2 GIM1 PFD6)","+",549490,549507,549339,168,"W-close-W",549339,549507,"chrXII"
"chrXII","YLR201C (COQ9 FMP53)","-",549411,549339,549507,168,"W-close-W",549339,549507,"chrXII"
"chrXII","YLR203C (MSS51)","-",550639,550520,550701,181,"W-close-F",550520,550701,"chrXII"
"chrXII","YLR204W (QRI5 COX24)","+",552758,552807,552607,200,"W-close-W",552607,552807,"chrXII"
"chrXII","YLR205C (HMX1)","-",552649,552607,552807,200,"W-close-W",552607,552807,"chrXII"
"chrXII","YLR206W (ENT2)","+",556561,556556,556358,198,"W-close-W",556358,556556,"chrXII"
"chrXII","YLR207W (HRD3)","+",559347,559500,559217,283,"W-open-W",559217,559500,"chrXII"
"chrXII","YLR208W (SEC13 ANU3)","+",560714,560705,560624,81,"F-overlap-F",560624,560705,"chrXII"
"chrXII","YLR209C (PNP1)","-",560668,560624,560705,81,"F-overlap-F",560624,560705,"chrXII"
"chrXII","YLR210W (CLB4)","+",563563,563610,563534,76,"F-overlap-F",563534,563610,"chrXII"
"chrXII","YLR211C","-",563429,563306,563534,228,"F-open-F",563306,563534,"chrXII"
"chrXII","YLR212C (TUB4)","-",564713,564560,564787,227,"W-open-W",564560,564787,"chrXII"
"chrXII","YLR213C (CRR1)","-",566515,566268,566575,307,"W-open-W",566268,566575,"chrXII"
"chrXII","YLR214W (FRE1)","+",570758,570849,570585,264,"W-open-F",570585,570849,"chrXII"
"chrXII","YLR215C (CDC123)","-",570671,570585,570849,264,"F-open-W",570585,570849,"chrXII"
"chrXII","YLR216C (CPR6 CYP40)","-",571990,571850,572068,218,"F-open-W",571850,572068,"chrXII"
"chrXII","YLR217W","+",573475,573595,573444,151,"W-close-W",573444,573595,"chrXII"
"chrXII","YLR218C (COA4 CMC3)","-",573362,573209,573444,235,"W-open-W",573209,573444,"chrXII"
"chrXII","YLR219W (MSC3)","+",576496,576730,576352,378,"W-open-W",576352,576730,"chrXII"
"chrXII","YLR220W (CCC1)","+",577968,578037,577724,313,"W-open-W",577724,578037,"chrXII"
"chrXII","YLR221C (RSA3)","-",578137,578037,578215,178,"F-close-W",578037,578215,"chrXII"
"chrXII","YLR222C (UTP13)","-",579220,579014,579280,266,"W-open-W",579014,579280,"chrXII"
"chrXII","YLR223C (IFH1)","-",582064,582013,582198,185,"W-close-W",582013,582198,"chrXII"
"chrXII","YLR224W","+",587665,587753,587502,251,"W-open-W",587502,587753,"chrXII"
"chrXII","YLR225C","-",587565,587502,587753,251,"W-open-W",587502,587753,"chrXII"
"chrXII","YLR226W (BUR2 CST4)","+",591052,591090,591009,81,"W-overlap-F",591009,591090,"chrXII"
"chrXII","YLR227C (ADY4)","-",590475,590464,590547,83,"W-overlap-F",590464,590547,"chrXII"
"chrXII","YLR228C (ECM22)","-",599902,599756,599951,195,"F-close-W",599756,599951,"chrXII"
"chrXII","YLR229C (CDC42)","-",604122,604011,604329,318,"W-open-F",604011,604329,"chrXII"
"chrXII","YLR230W","+",605014,605202,604968,234,"W-open-W",604968,605202,"chrXII"
"chrXII","YLR231C (BNA5)","-",605655,605637,605806,169,"W-close-W",605637,605806,"chrXII"
"chrXII","YLR233C (EST1)","-",607143,607117,607359,242,"F-open-W",607117,607359,"chrXII"
"chrXII","YLR234W (TOP3 EDR1)","+",612267,612296,612032,264,"F-open-W",612032,612296,"chrXII"
"chrXII","YLR237W (THI7 THI10)","+",614349,614368,614148,220,"F-open-F",614148,614368,"chrXII"
"chrXII","YLR238W (FAR10)","+",616307,616340,616267,73,"F-overlap-F",616267,616340,"chrXII"
"chrXII","YLR239C (LIP2)","-",616226,616147,616267,120,"F-close-F",616147,616267,"chrXII"
"chrXII","YLR240W (VPS34 END12 PEP15 STT8 VPL7 VPS7 VPT29)","+",620319,620463,620211,252,"W-open-W",620211,620463,"chrXII"
"chrXII","YLR241W","+",622919,622962,622753,209,"W-close-F",622753,622962,"chrXII"
"chrXII","YLR242C (ARV1)","-",622885,622753,622962,209,"F-close-W",622753,622962,"chrXII"
"chrXII","YLR243W","+",625115,625166,624995,171,"F-close-W",624995,625166,"chrXII"
"chrXII","YLR244C (MAP1)","-",625105,624995,625166,171,"W-close-F",624995,625166,"chrXII"
"chrXII","YLR245C (CDD1)","-",626391,626292,626586,294,"W-open-W",626292,626586,"chrXII"
"chrXII","YLR246W (ERF2)","+",628267,628491,628112,379,"W-open-F",628112,628491,"chrXII"
"chrXII","YLR247C (IRC20)","-",628579,628491,628759,268,"F-open-F",628491,628759,"chrXII"
"chrXII","YLR248W (RCK2 CLK1 CMK3)","+",636221,636202,636012,190,"W-close-W",636012,636202,"chrXII"
"chrXII","YLR249W (YEF3 TEF3)","+",640043,640305,639964,341,"F-open-W",639964,640305,"chrXII"
"chrXII","YLR250W (SSP120)","+",641153,641158,640983,175,"W-close-F",640983,641158,"chrXII"
"chrXII","YLR251W (SYM1)","+",642068,642181,642026,155,"W-close-W",642026,642181,"chrXII"
"chrXII","YLR252W","+",642422,642597,642349,248,"W-open-W",642349,642597,"chrXII"
"chrXII","YLR253W","+",644428,644532,644195,337,"W-open-W",644195,644532,"chrXII"
"chrXII","YLR254C (NDL1)","-",644327,644195,644532,337,"W-open-W",644195,644532,"chrXII"
"chrXII","YLR255C","-",645525,645477,645546,69,"W-overlap-F",645477,645546,"chrXII"
"chrXII","YLR256W (HAP1 CYP1)","+",651178,NA,NA,NA,"+1_missing",650668,656811,"chrXII"
"chrXII","YLR257W","+",659892,660060,659765,295,"F-open-W",659765,660060,"chrXII"
"chrXII","YLR258W (GSY2)","+",663192,663248,663073,175,"F-close-F",663073,663248,"chrXII"
"chrXII","YLR259C (HSP60 CPN60 MIF4 MNA2)","-",663151,663073,663248,175,"F-close-F",663073,663248,"chrXII"
"chrXII","YLR260W (LCB5)","+",668075,668058,667861,197,"F-close-F",667861,668058,"chrXII"
